huisnummer,postcode,nrAanduiding,vblObject,inOnderzoek
742,2909VA,0502200000009089,0502010000009013,False
763,3011BT,0599200000275040,0599010000347221,False
2,3165AL,0613200000152723,0613010000152724,False
2,3194AP,0599200000209167,0599010000331280,False
35,2665VK,1621200000014630,1621010000013979,False
1,1437EP,0394200001010883,0394010001010365,False
2,1118LK,0394200001002147,0394010001002187,False
366,2983GR,0597200000272538,0597010000272539,False
5,2132HN,0394200000029745,0394010000299350,False
30,3355ES,0590200000013072,0590010000007714,False
21,4565ER,0677200000618175,0677010000618176,False
59,4797HJ,1709200000441511,1709010000011544,False
2,3016BB,0599200000404349,0599010000025500,False
153,1438AX,0394200000070064,0394010000347019,False
57,2992SB,0489200000231825,0489010000231826,False
4,3257AG,0580200000255263,0580010000255264,False
29,5236SJ,0796200000311474,0796010000311475,False
3,3133EB,0622200000043778,0622010000106347,False
22,3218BJ,0568200000304636,0568010000204636,False
81,3023JA,0599200000728548,0599010000363879,False
97,3012KG,0599200000516512,0599010000311559,False
1242,2909VA,0502200000033500,0502010000033006,False
22,3044AW,0599200100004232,0599010400004043,False
87,3133AV,0622200000034669,0622010000097104,False
110,3331MA,0642200000016662,0642010000016662,False
15,2991LE,0489200000257873,0489010000257874,False
2,4328PN,1676200000518901,1676010000518902,False
80,2901RD,0502200000010280,0502010000010158,False
15,2902BR,0502200000029611,0502010000029208,False
2,3352XG,0590200000006032,0590010000003518,False
24,4903RC,0826200000004791,0826010000004733,False
4,2802AN,0513200000019826,0513010013072008,False
24,2841EB,1892200000683035,1892010000683036,False
68,2994LD,0489200000244987,0489010000244988,False
45,3013AK,0599200000467190,0599010000124193,False
16,3194JX,0599200000482397,0599010000167215,False
8,3016BB,0599200000404351,0599010000044980,False
52,2987VE,0597200000124074,0597010000124076,False
16,3208LD,0612200000002525,0612010000002412,False
300,3316LB,0505200000089999,0505010000089999,False
16,2984BA,0597200000232784,0597010000232785,False
29,2132MT,0394200000029687,0394010000294434,False
16,2987VD,0597200000235606,0597010000235607,False
75,3079WC,0599200000440256,0599010000123050,False
6,2991XV,0489200000264432,0489010000264431,False
2,3161WD,0613200000140467,0613010000140468,False
20,3271VJ,0585200001373067,0585010001359335,False
28,3087BP,0599200000510815,0599010000114426,False
25,3133KJ,0622200000013106,0622010000075541,False
40,3044CK,0599200000741877,0599010000373427,False
115,2909LE,0502200000024224,0502010000023835,False
199,3054AE,0599200000470297,0599010000031632,False
13,2771VN,0499200002036302,0499010002029418,False
23,3315TX,0505200000089674,0505010000089674,False
4,3342GR,0531200000005075,0531010000005075,False
53,3196KH,0599200000834717,0599010000430569,False
248,3067VC,0599200000213050,0599010000238238,False
87,3133AV,0622200000034669,0622010000097104,False
31,3115HA,0606200000000141,0606010000000141,False
9,2991LG,0489200000246693,0489010000246694,False
12,3284AS,0588200001220051,0588010001120051,False
66,2991VD,0489200000235717,0489010000235718,False
155,2913LV,1892200000655877,1892010000655878,False
24,3363KH,0610200000011765,0610010000011765,False
61,3088GB,0599200000181271,0599010000096973,False
88,2991CN,0489200000227919,0489010000227920,False
109,3341LW,0531200000013559,0531010000013552,False
2,4791RN,1709200000603581,1709010000173316,False
2,3291LT,0617200000917306,0617010000817306,False
366,2983GR,0597200000272538,0597010000272539,False
13,3274KK,0585200001641286,0585010001641274,False
11,2911BL,1892200000663299,1892010000663300,False
33,3335LR,0642200000003955,0642010000003955,False
23,3335LR,0642200000003945,0642010000003945,False
14,3295PG,0585200001371025,0585010001357293,False
70,3084CC,0599200000733613,0599010000367042,False
70,3084CC,0599200000733613,0599010000367042,False
83,3316AK,0505200000031947,0505010000031947,False
6,3161ED,0613200000201738,0613010000201737,False
16,3371RM,0523200000006052,0523010000006052,False
66,3124VC,0606200000008742,0606010000008742,False
240,3197KV,0599200000381276,0599010000297032,False
1,3044AK,0599200000276859,0599010000279474,False
133,3059XA,0599200001007434,0599010000484193,False
109,3341LW,0531200000013559,0531010000013552,False
3,3732HX,0310200000696128,0310010000696129,False
88,1118LB,0394200001010661,0394010001010143,False
11,3088HG,0599200000491457,0599010000224593,False
12,2994LD,0489200000251613,0489010000251614,False
73,3314TE,0505200000089305,0505010000089305,False
111,3087AE,0599200000455194,0599010000031337,False
268,3311HK,0505200000052750,0505010000052750,False
170,3071NS,0599200000358502,0599010000076118,False
12,3062RH,0599200000490747,0599010000178185,False
50,3316BG,0505200000092343,0505010000092331,False
26,3087BL,0599200000718132,0599010000359712,False
15,3281HA,0611200000613693,0611010000513693,False
12,4871NV,0777200000163877,0777010000163878,False
1,4791PB,1709200000438169,1709010000162655,False
72,2992SR,0489200000264412,0489010000264411,False
2,3016BB,0599200000404349,0599010000025500,False
2,3016BB,0599200000404349,0599010000025500,False
199,3054AE,0599200000470297,0599010000031632,False
348,2951JG,0482200001272024,0482010001263157,False
8,3059RP,0599200000844523,0599010000436723,False
28,3342GE,0531200000000626,0531010000000626,False
19,3371XA,0523200000000002,0523010000000002,False
1,2802AC,0513200000041228,0513010013090650,False
22,4424NC,0678200000016812,0678010000005511,False
16,3162RB,0613200000157911,0613010000157912,False
150,3331MA,0642200000016671,0642010000016671,False
2,2969CC,0693200000002551,0693010000002551,False
102,3233AH,0614200000000169,0614010000010019,False
22,3465KE,0595200000000684,0595010000000731,False
68,2804NV,0513200000001971,0513010013064174,False
41,3194AA,0599200000302828,0599010000179415,False
43,3055PB,0599200000485626,0599010000284875,False
27,3252LA,0511200001968672,0511010001961329,False
33,3068JN,0599200100032463,0599010400031560,False
359,3125BJ,0606200000032165,0606010000032165,False
13,3088GN,0599200000404516,0599010000186685,False
33,3342GL,0531200000013074,0531010000013066,False
95,3132GM,0622200000033469,0622010000095904,False
15,2902BR,0502200000029611,0502010000029208,False
84,2678HA,1783200000079818,1783010000608938,False
15,1118LA,0394200001010622,0394010001010104,False
15,2908LT,0502200000006211,0502010000006151,False
12,2952DA,0482200001269063,0482010001260174,False
1,3161GM,0613200000160483,0613010000160484,False
3,4652GE,0851200000014900,0851010000013494,False
7,3195ND,0599200000451281,0599010000044267,False
58,3284KT,0588200001221008,0588010001121008,False
23,3011SK,0599200000285814,0599010000020589,False
10,2964LE,0694200000011512,0694010000004562,False
45,3331LD,0642200000011692,0642010000011692,False
12,2994LA,0489200000249445,0489010000249446,False
20,3342GT,0531200000001020,0531010000001020,False
15,3087BG,0599200100009119,0599010400008822,False
25,3133KJ,0622200000013106,0622010000075541,False
98,2922VG,0542200000681383,0542010000681382,False
2,3016BB,0599200000404349,0599010000025500,False
2,3016BB,0599200000404349,0599010000025500,False
16,2993LD,0489200000241621,0489010000241622,False
1,2935WV,0644200002073298,0644010002069779,False
18,3171PJ,0613200000150081,0613010000150082,False
72,2992SR,0489200000264412,0489010000264411,False
26,3297LC,0585200001370385,0585010001356653,False
21,8071JG,0302200000191673,0302010000033141,False
37,3248BA,0504200001652332,0504010001648103,False
34,3371HJ,0523200000005891,0523010000005891,False
45,3088HE,0599200000455973,0599010000230304,False
101,3181XK,0599200015021465,0599010015015001,False
28,3208KJ,0612200000001546,0612010000001478,False
3,4941TA,0779200000004961,0779010000004961,False
136,3354VD,0590200000003797,0590010000003424,False
11,3361CG,0610200000004884,0610010000004884,False
2,2991EM,0489200000231855,0489010000231856,False
37,3089KA,0599200000178492,0599010000159928,False
48,3241DC,0559200000001783,0559010000001782,False
136,5928RH,0983200000106172,0983010000106172,False
46,3016BC,0599200000404410,0599010000097233,False
28,3291CE,0617200000915257,0617010000815257,False
134,3194AM,0599200001011682,0599010000487222,False
149,3271KB,0585200001360811,0585010001347079,False
35,2904SE,0502200000017369,0502010000017149,False
33,3034BB,0599200000413004,0599010000270555,False
30,3027AR,0599200000832098,0599010000428941,False
116,3063GD,0599200000348386,0599010000273316,False
72,3084CC,0599200000733614,0599010000367044,False
57,3088GB,0599200000181267,0599010000198440,False
1,3252AH,0511200001965537,0511010001958195,False
228,2986VR,0597200000260296,0597010000260297,False
466,3331LK,0642200000023792,0642010000023780,False
466,3331LK,0642200000023792,0642010000023780,False
18,3328DA,0505200000046782,0505010000046782,False
119,3341LW,0531200000013558,0531010000013551,False
10,3089JK,0599200100004754,0599010400004547,False
49,3161LV,0613200000150673,0613010000150674,False
61,3031BB,0599200000800409,0599010000410238,False
2,4791RN,1709200000603581,1709010000173316,False
2,4791RN,1709200000603581,1709010000173316,False
2,4791RN,1709200000603581,1709010000173316,False
430,2952DE,0482200001272509,0482010001263642,False
50,1119PE,0394200000008918,0394010000325733,False
211,2952DC,0482200001270622,0482010001261733,False
2,3261KN,0584200001306620,0584010001295551,False
21,3342GT,0531200000001023,0531010000001023,False
12,3233LK,0614200000002194,0614010000002386,False
40,4209DB,0689200000006560,0689010000006587,False
11,2351CL,0547200000316676,0547010000316677,False
466,3331LK,0642200000023792,0642010000023780,False
17,3082ZA,0599200000183422,0599010000255190,False
20,5253CA,0797200000032872,0797010000012804,False
613,3065SC,0599200000711476,0599010000356333,False
37,3011AA,0599200100006567,0599010400006315,False
10,3261SX,0584200001309705,0584010001298630,False
466,3331LK,0642200000023792,0642010000023780,False
29,2675KB,1783200000011304,1783010000011304,False
8,3232HE,0501200002011939,0501010002004221,False
3,3255NB,0580200000249207,0580010000249208,False
48,3207RC,0612200000005751,0612010000005497,False
2,3088HH,0599200000510752,0599010000029985,False
1,3087AM,0599200000508634,0599010000053355,False
12,3113AR,0606200000022871,0606010000022871,False
95,2901TA,0502200000013733,0502010000013539,False
79,3087BM,0599200000840986,0599010000434584,False
12,3194WN,0599200001005533,0599010000482646,False
595,2741PT,0627200000001044,0627010000001044,False
29,3262AA,0584200001298935,0584010001287866,False
10,3221CB,0530200002129162,0530010002089162,False
26,1339CA,0034200000049739,0034010000071036,False
190,3197KV,0599200000900615,0599010000460615,False
17,2901EP,0502200000029893,0502010000029481,False
34,2991LR,0489200000241149,0489010000241150,False
91,3081NG,0599200000743496,0599010000374452,False
1,3161GM,0613200000160483,0613010000160484,False
830,3032AL,0599200000445216,0599010000212015,False
12,4871NV,0777200000163877,0777010000163878,False
12,4871NV,0777200000163877,0777010000163878,False
466,3331LK,0642200000023792,0642010000023780,False
16,3115HB,0606200000000116,0606010000000116,False
24,2984AG,0597200000272758,0597010000272759,False
25,3133KJ,0622200000013106,0622010000075541,False
41,3194AA,0599200000302828,0599010000179415,False
30,3089KK,0599200000248934,0599010000145890,False
167,3316GZ,0505200000069490,0505010000069490,False
38,2914BN,1892200000660233,1892010000660234,False
27,2986BG,0597200000246356,0597010000246357,False
138,3353GW,0590200000001976,0590010000005836,False
559,2287AJ,0603200000017451,0603010000015097,False
3,2583CL,0518200001743015,0518010001743017,False
57,3134ZB,0622200000040933,0622010000103368,False
127,2514AM,0518200000378197,0518010000378198,False
10,2267BE,1916200000025630,1916010000067987,False
90,2525NE,0518200000841059,0518010000841060,False
3,2583CL,0518200001743015,0518010001743017,False
43,2548JE,0518200000556467,0518010000556468,False
20,3134KL,0622200000041556,0622010000103991,False
2,2514HP,0518200000499907,0518010000499909,False
72,2525EL,0518200000381644,0518010000381645,False
52,2153PL,0394200000066335,0394010000302947,False
41,3194AA,0599200000302828,0599010000179415,False
50,2595AR,0518200001768496,0518010001768430,False
6,8331VA,1708200000019344,1708010000012067,False
27,2723AK,0637200000242764,0637010000242765,False
37,2242VR,0629200000005734,0629010000005734,False
9,2492LX,0518200000584185,0518010000584186,False
47,2562GH,0518200000581186,0518010000581187,False
25,2242RD,0629200000004215,0629010000004215,False
71,2583JV,0518200000468786,0518010000468787,False
5,4709RM,1674200000011804,1674010000011804,False
15,2291PA,1783200000035936,1783010000035936,False
6,2627BP,0503200000100978,0503010000048722,False
86,3481HG,0632200000052116,0632010000052116,False
57,2625NV,0503200000112094,0503010000049927,False
8,2288GM,0603200000005435,0603010000004569,False
14,3077AL,0599200000390498,0599010000338012,False
17,3151ZJ,0599200000808112,0599010000413690,False
29,2675KB,1783200000011304,1783010000011304,False
136,2561XC,0518200000394517,0518010000394518,False
40,3071NB,0599200000773179,0599010000385303,False
20,2641KC,1926200000532456,1926010000532457,False
19,2728GC,0637200000192134,0637010000192135,False
80,3029AK,0599200000360352,0599010000371373,False
38,8311PP,0171200000033436,0171010000033436,False
65,2407BE,0484200000029634,0484010000029634,False
22,9206AT,0090200000647899,0090010000647900,False
4,2641ST,1926200000525596,1926010000525597,False
3,1115BJ,0437200000008332,0437010000008317,False
20,3088GN,0599200000900908,0599010000460908,False
8,4782SC,1709200000445036,1709010000162690,False
12,2678AC,1783200000037695,1783010000037695,False
13,2641KP,1926200000545486,1926010000545487,False
19,2988AT,0597200000230260,0597010000230261,False
8,4782SC,1709200000445036,1709010000162690,False
151,3198LS,0599200000372756,0599010000220086,False
11,1115GW,0437200000000194,0437010000006414,False
55,2676LM,1783200000012295,1783010000012295,False
5,2295NN,1783200000036530,1783010000036530,False
20,3197LE,0599200000735720,0599010000368921,False
6,2622JZ,0503200000096367,0503010000047841,False
224,2665MR,1621200000023874,1621010000015371,False
85,3089JD,0599200000394711,0599010000283047,False
1,5256PK,0797200000825786,0797030000056832,False
22,2719JX,0637200000229956,0637010000229957,False
20,3197LE,0599200000735720,0599010000368921,False
30,2516BD,0518200001763787,0518010001763730,False
242,2685DC,1783200000045786,1783010000045786,False
51,3155GL,1842200000005022,1842010000005019,False
31,2641KS,1926200000538438,1926010000538439,False
131,2712XK,0637200000180092,0637010000180093,False
37,2574KC,0518200000688856,0518010000688857,False
45,2665KN,1621200000016615,1621010000018204,False
22,2719DA,0637200000244168,0637010000244169,False
18,2548SH,0518200000379382,0518010000379383,False
18,2631WL,1926200000521661,1926010000521662,False
60,2718SG,0637200000273500,0637010000273501,False
