kvk_nummer,bedrijfsnaam
30205851,G.G. Rietveld en Zonen B.V.
32069724,C. van den Brink Transporten B.V.
67915108,De Roef Handel en Transport
02028599,"A.J. Kaap, h.o.n. Kampstra Transport"
22039156,"S. van den Hamer, h.o.n. Van den Hamer Transport"
10030970,V.O.F. Wijchens Handelsbedrijf (W.H.B.)
09034552,JCL Logistics Benelux B.V.
10010797,Transportbedrijf P.A.M. Derks B.V.
37022998,V.o.f. Dick Broers Transport
28007661,D.C. van Rijn en Zonen B.V.
35022974,Beentjes Veldhuizen Transport B.V.
23030689,Bemutrans B.V.
23028041,A.J. Kortenoever & Zn. Transport B.V.
01169679,Gemeente Tytsjerksteradiel
01048799,Combex B.V.
27232339,Transportonderneming J.H. van den Berg B.V.
63988909,"J.W. Middelveld, h.o.n. Middelveld Zuidwolde"
37068427,"J.W.G. Westerhoven, h.o.n. J. Westerhoven Transport"
28067254,A. Noort
09090335,"J.W. de Jong, h.o.n. Jeroen de Jong Transport"
22027952,Van Sabben Beheer B.V.
22040093,Puister Transport & Marine Services B.V.
11030885,J. van Hemert
31050340,"J.A.A. Leferink, h.o.n. Internationaal Transport Leferink"
02062563,"K. Maring, h.o.n. K. Maring Transport"
23090856,"J. Bouter, h.o.n. Internationaal Transport J. Bouter"
23080981,Jan Euser Transport Barendrecht B.V.
37069784,Veldman Vervoer-Verhuur B.V.
34168448,"M.C. de Wilde, h.o.n. M.C. de Wilde Transport- & Verhuurbedrijf"
34110856,V.O.F. Brandjes Transport
09132272,J & G Internationaal Transportbedrijf V.o.f.
24360470,Grondverzetbedrijf Corné v.d. Berg B.V.
37114287,Van Straalen Transport Zwaagdijk B.V.
24148842,Eerland Services B.V.
24144676,Curata B.V.
24304985,GKB Realisatie B.V.
37097626,Gipsnet B.V.
14021075,"A.J. Irik, h.o.n. Irik"
27224173,Aad Molenaar Sloopwerken B.V.
27215306,K.A. van Daalen en Zn. B.V.
24077763,V.O.F. Broeder
36029672,Van der Bel Sloopwerken B.V.
29015629,Recreatiepark 'De Kooi' B.V.
23088104,V.o.f. H.J. Fernhout
33119492,"S.J.M. Meerleveld, h.o.n. H. Meerleveld en Zonen"
28094043,Loon- en Verhuurbedrijf L.L. van der Post & Zoon B.V.
67675611,Van den Brink Fourage en Transport V.O.F.
04077078,Recycling Centrum Zuid-Oost Drenthe B.V.
08031074,Sturris Loonwerk V.o.f.
67934137,Firma Van der Schors
09112062,"J. Brink, h.o.n. J. Brink oud ijzer & metalen"
34371033,Gemeente Oostzaan
13020134,V.o.f. Antarctica
09123677,"L. van Reeken, h.o.n. van Reeken IJzer- & Metaalhandel"
39074662,Benelux Vet B.V.
20071658,A. Schoonen en Zn. B.V.
14634337,BAG B.V.
57943931,Hewil B.V.
34171267,Bloedjes Renovatiewerken B.V.
20035559,B.V. Zand en Grinthandel Raaijmakers Oosterhout
20097859,Pema Pallets B.V.
39050097,Schenk B.V.
02332258,"B.H. Wieldraaijer, h.o.n. Wieldraaijer Recycling"
16015666,J.A.J. van den Brand V.O.F.
11013103,G.H. van Maurik
20007036,Antonisen Internationaal Transport B.V.
32061709,Aannemingsbedrijf H. de Boer Muiderberg B.V.
24120430,W. Blazer
23072088,H. Burggraaf B.V.
14613536,"J.J.M.A. Ramaekers, h.o.n. Transportbedrijf Jos Ramaekers"
17059062,W.A.M. van Happen
24069421,Nabek Nederland B.V.
24244274,G.T.O. Transporten B.V.
16046999,"P.A.M.W. Loeffen, h.o.n. Loonbedrijf Peter Loeffen"
16075040,V.o.f. Transportbedrijf Albert van Hamond
23078879,Internationaal Transportbedrijf Kees van Herk B.V.
18038931,V.o.f. Firma Gebr. De Kroon
05064627,J. Rijners
34155688,Verhuur- en Aannemingsbedrijf Zandstra B.V.
20102568,COMGOED GROND- EN RESTSTOFFEN B.V.
16026289,Gebrs. Van den Brand en Van Oort B.V.
20057648,Schoonmaakbedrijf 'Perfekt' B.V.
24372072,H.P. Thyssen
24063848,Barzilay Rotterdam B.V.
01009304,Nederlandse Onttinningsfabriek B.V.
37158345,Gemeente Waterland
09126037,Ter Horst Recycling B.V.
12010017,P.Th. Knapen
34268387,H. Schoenmaker B.V.
16066849,Engelen-Groen Uden B.V.
16064068,Handelsonderneming J. Kelders B.V.
16038159,J. van Esch B.V.
08054198,De Weerdt V.o.f.
04067867,"J.W. Rossingh, h.o.n. Interleg Nedona"
24187974,V.o.f. Fa. K. van der Vlist
23068730,Scheepvaartbedrijf Swin B.V.
37092210,"E.E. van der Leede, h.o.n. Asbestsanering Den Helder"
09059102,V.o.f. T.H.M. Hoogveld
32056033,ATTERO Noord B.V.
30046361,P. Nagel
24189365,J.P. de Bruijn
27242432,"J.M. van Nierop Trading B.V., h.o.n. Grondhandel van der Valk"
22028293,"G. Netten, h.o.n. Autosloperij G. Netten"
18119477,"V.o.f. Binnenvaartond. P. Crielaard M.S. Rodeur, h.o.n. V.o.f. P. Crielaard"
27218934,Kees van der Helm Loonbedrijf B.V.
09085973,"W.G.J.M. Segers, h.o.n. Segers Grondbewerking"
24414763,Gebr. Olieman B.V.
22064241,Loonbedrijf van der Male B.V.
24265087,A. de Reus Kraan- en Materieelverhuur B.V.
16069425,Van den Broek Sloopwerken Oss B.V.
13004529,Transportbedrijf Mertens-Simons B.V.
18109854,Van Vuuren Transport B.V.
12013401,V.o.f. Fa. A.A. Venhovens
30200271,Machineverhuur H. Spruijt B.V.
37159104,Gemeente Texel
01041117,A. Paulusma Transporten B.V.
16031967,Wassenberg Volkel V.O.F.
30120521,Loon & Verhuurbedrijf de Haaij
29017563,Groenaannemingsbedrijf Punt B.V.
29020369,"A.Th.M. Spruit, h.o.n. A.Th. Spruit"
16056823,Van Boekel Bouw & Infra B.V.
30200177,Van Straaten Logistics B.V.
24371236,Hans en Tiny van Wanrooy V.o.f.
30044256,A.J. Verwey
39052509,M & R Claushuis B.V.
18029542,Van Helvoirt Groenprojecten B.V.
38020751,Witteveen+Bos Raadgevende ingenieurs B.V.
29017682,"A.A. Schoonderwoerd, h.o.n. D. Annaars"
16021869,F.P.H. Ploegmakers B.V.
38018048,V.o.f. Loon- en Grondverzetbedrijf Reijlink - Holten
11013410,P.W.M. van Beurden
70567018,Barge Snoei Ambitie
09031160,Senhorst B.V.
24266947,"R.A. van Oostende, h.o.n. Oostende Harbour Scrap"
36005464,Zwaan Transport/Groothandel V.O.F.
18112954,V.o.f. Firma van Zwol en Zn.
29025803,Nedcargo Transport & Distributie B.V.
32077019,van Deuveren B.V.
14024409,Exploitatiemaatschappij Meulenberg Urmond B.V.
36024182,P. Vriend Beheer B.V.
29029737,Joh. de Heer
27124372,"M.W. van der Ham, h.o.n. Fa. Van der Ham, Expediteurs"
13027184,V.O.F. W. Peters Transporten
14615675,P. Sassen Grondverzet- en Transportbedrijf V.o.f.
13027911,V.o.f. Mesthandel Stienen-Mapero
23086425,"A.J. Buijserd, h.o.n. A.J. Buijserd Transport"
22038125,Spruijt Transport Op- en overslag V.o.f.
20079857,"L.P.M. Heijnen, h.o.n. B.H.R. Transport"
04023329,Loonbedrijf Brouwer B.V.
28082572,"P.C. Verhagen, h.o.n. Jeroen Verhagen Transport"
12036051,Loonbedrijf Bruynen en Zonen B.V.
24254321,De Rijke Transport B.V.
27264439,Van Egmond Transport DH V.o.f.
34366966,"Stadsdeel Zuidoost, Gemeente Amsterdam"
01073546,"G. Terpstra-Hofman, h.o.n. Schroothandel Terpstra"
09085067,"W. Keizer, h.o.n. Willem Keizer"
24152789,R.W. Joosten
28088486,Barthen Rioleringswerken B.V.
24349361,De Visser Metaalrecycling V.o.f.
05054238,V.o.f. Scheepvaartbedrijf R.H. Meinen a.b. m/s Primair
24372075,L.L. van Bladel
24354859,Eurokor Barging B.V.
33171551,Scheepvaartonderneming Zweep V.O.F.
16027961,Aann.-Wegenbouw van Rosmalen B.V.
23037439,"G. Versluijs, h.o.n. G. Versluys"
11023062,V.o.f. K. Eckelboom-Goedkoop
34165150,Scandivers B.V.
28029508,Aannemingsbedrijf Van der Meer's Cultuur- en Civieltechnische werken B.V.
08100453,Ammie de Vries B.V.
29008503,D. Metselaar en Zn. V.o.f.
18042103,Oriënt Scheepvaart B.V.
23071761,V.o.f. Staster
01078040,H. en G. van der Meer Loonbedrijf V.o.f.
18035431,V.o.f. Firma Gebr. v/d Boogaart
10026726,V.o.f. Gerrits-Lijbers Autodemontagebedrijf
34034263,Metaalhandel Broersen B.V.
16068742,Arie Laarakkers B.V.
34038295,Autosloopbedrijf M.J. Rutte en Zonen B.V.
29040882,Loonbedrijf Ad van Leeuwen V.o.f.
24218358,A.K. Barendregt Aannemingsbedrijf B.V.
32062646,Bakker Metaal B.V.
24371868,Blonk Scheepvaartbedrijf V.o.f.
01097610,"C.C.J. Schoo, h.o.n. Schroothandel Schoo"
29045654,V.o.f. Speksnijder-Heuvelman
22056853,Loon- en Grondverzetbedrijf van de Klundert B.V.
09118794,"J. Bartelds, h.o.n. Handelsonderneming Bartelds"
01033143,Jappie Smids V.O.F.
18049057,Barge Terminal Tilburg B.V.
36025099,Huisman Beheer Venhuizen B.V.
24120245,Sluyter Logistics Rotterdam B.V.
24162220,"P.J. van der Gaag, h.o.n. P.J. van der Gaag Transport- en Handelsonderneming"
21016374,Verbraeken Transport
18107910,Kees van Strien B.V.
31045431,Bouw- en Aannemingsbedrijf Rijkeboer B.V.
02066464,W. Philips
20079717,V.O.F. Fa. R. de Regt
27155396,"W.P. van Dijk, h.o.n. Willem van Dijk Handel en Transport"
09093261,V.o.f. Gebr. Van Huet
06043602,V.o.f. Firma G.J. Wolthuis
09092874,F. Riethorst V.o.f.
30149315,R.J. v.d. Oosten
09105310,"W.H. Weber, h.o.n. W.H. Weber Recycling"
28086939,Zandbergen B.V.
18115135,V.o.f. B.W.A.M. van Schijndel a.b. m.s. Fiducie
67829775,W. Leunis
14635212,V.o.f. Ferwerda
20070866,Jaartsveld Groen en Milieu B.V.
13027356,V.o.f. Vito
22011187,"J.P. Jeroense, h.o.n. Firma C.A. Jeroense en Zn."
18045126,W. Zuiddam V.o.f.
24178235,"Scheepvaartonderneming Zwiggelaar-Blonk V.o.f., h.o.n. Ms Pro-Rata"
29022915,E.C. van den Berg V.o.f.
11043558,V.o.f. Firma J.C. van der Vlist en N.M. Bikker
16069563,"W.M.T. Janssen, h.o.n. W. Janssen Oud IJzerhandel"
24158807,Scheepvaartbedrijf Stam-Zwiers 'Anteros' V.o.f.
24160603,V.o.f. Roeloffina
09054299,L. van Dijk Oud Papier en Metalen B.V.
10039068,Tuinbedrijf Abelia Nijmegen B.V.
23068307,Drechtsteden Vethandel B.V.
18051552,Schapers Holding B.V.
32068654,PJ Milieu B.V.
73664073,de Waardt Zandhandel en Overslag
01063772,V.o.f. M.B. Nauta en M.J. Kuipers
37158509,Gemeente Castricum
01182848,Gemeente Midden-Drenthe
20170062,Gemeente Schouwen-Duiveland
23040753,Swinstad Cleaning B.V.
18055765,Donders Materieel B.V.
23092525,Gist Nederland B.V.
02050317,"H.J. Drenth, h.o.n. Transportbedrijf H.J. Drenth"
12035222,BELA Transport B.V.
36053296,D. Suykerbuyk Transport B.V.
02333688,Jan en Karssien de Boer Transport B.V.
12047898,Grondverzet -Machineverhuur Baarlo B.V.
18034621,"J.C.H.M. Bruurs, h.o.n. Loon- en Transportbedrijf Jan Bruurs"
72124873,Van den Hardenberg Loon- en grondwerken
01083302,Transportbedrijf en Kraanverhuur B.J. Visser V.O.F.
21010465,V.o.f. Rensen-Wagenaar
29039071,V.o.f. Firma A.J. van Vliet 'Alliance'
23068975,V.o.f. Sustento
18123112,V.o.f. Scheepvaartbedrijf H.J. Leyten
04036763,V.o.f. Linquenda
24084210,V.o.f. Firma P. van der Vlist
10146659,"H.P. Weeren, h.o.n. Henk Weeren"
24430594,VDM Alloys B.V.
13023592,J.C. van de Vin
37105669,V.O.F. Linsi
30179939,"C. Rose, h.o.n. C. Rose ijzer- en metaalhandel"
01033610,V.o.f. Van der Spoel
30150620,Kleijwegen B.V.
14632351,Euregio Recycling B.V.
23073771,Hak Kraanverhuur en Grondverzet B.V.
20104743,Wematech Bodem Adviseurs B.V.
14065244,Hamar Trading B.V.
23064551,Begemann Milieutechniek B.V.
13023109,V.o.f. Scheepvaartbedrijf Wiljo
01050731,B.V. Wegenbouw v/h Gebrs. Elzinga
00309943,Hooijmans Wilhelmus G.G.
27370927,Dienst Stadsbeheer Groenbedrijf Den Haag
24241947,Elbe Rijn Lloyd B.V.
22052091,JABO B.V.
18054234,V.G.T. Van Groesen Transport V.o.f.
34165964,Uithoornse Centrale Transportonderneming (U.C. Transports) B.V.
01043153,Klaas Bijlsma en Zonen B.V.
24260623,P.U. Pleune
36038230,"C.W. Keeman, h.o.n. C.W. Keeman Transport"
04051334,"K.R. Sterenborg, h.o.n. K.R. Sterenborg Transport"
17055716,V.o.f. Gebroeders Van den Berk
08010612,Loonbedrijf M. Verhoef B.V.
35029609,Komen Transport B.V.
27178110,"J.J.M. Greeve, h.o.n. Transportbedrijf J. Greeve"
02093427,S.H. Oosterhuis
60059923,"J.A. de Haas, h.o.n. De Haas Transport "
18059227,Van Broekhoven Grondwerken B.V.
09147151,Gebr. Bakker V.o.f.
18056016,Adandi I & II B.V.
29046661,V.o.f. C. de Waardt
29039292,V.o.f. M.B. Mudde & P.H. Timmerman
27153862,"R.A. Jalib, h.o.n. Zs Expert Trading"
22042880,V.o.f. Scheepvaartbedrijf Aqua
11020245,Aannemingsbedrijf J. Tijssen V.o.f.
21016019,V.o.f. K. Koster-J.L. Janse
13042087,V.O.F. Schipperen-Barten
21011153,V.o.f. Kleine-Abrahamse
21012810,V.o.f. Eerkes-Duerink
09057564,V.o.f. Firma Fierkens
23085125,Scheepvaart Onderneming Favoriet V.o.f.
24187492,V.O.F. C. Speksnijder
35021789,Jowa Recycling B.V.
21017248,V.o.f. Kleine-de Groot
71752587,Rederij R.J. de Vries
30190905,ARS Algemene Reinigings Serv. v. Veenendaal
24244985,V.o.f. Mon Desir
27274010,"M. Gerlag, h.o.n. Oudijzerhandel Gerlag"
06027758,Baan Rijssen Transporten B.V.
28039978,B.V. Aannemingsbedrijf Sporto
23085083,V.o.f. G. Zuiddam
18112392,"W. Heijns, h.o.n. Scheepvaartbedrijf 'Eleonora'"
13020088,V.O.F. J.T.S. Hermus-Boogaerdt
18128633,V.o.f. Novitas
08014265,J. van Putten
18074998,Zijlstra Infra B.V.
24328988,Dixi Sanitary Services B.V.
23077426,"G.J. Visser, h.o.n. G.J. Visser Scheepvaartbedrijf"
24196062,Firma T. Bouman Scheepvaartbedrijf
18025476,Thegra Continental B.V.
32101439,Propje Papier Recycling Midden Nederland
31049032,B. Strumpel B.V.
29026028,V.o.f. De Heer Transport
16029107,R. Vos Transporten B.V.
04016692,Hulzebosch Grondwerken B.V.
22030943,G. Hanzen & Zn. Transport B.V.
04076713,Slingenberg Transport V.o.f.
08117590,Scheepvaartbedrijf Aangeenbrug V.o.f.
02048936,V.o.f. H. Lap en A. Kuipers
18125814,D.H. de Bruijn en Zoon V.o.f.
30048879,Verduijn B.V.
18119041,Firma A. Verheij 
24343637,V.o.f. Veldman - den Hoed
17174320,Gebroeders van Herk Schroothandel V.o.f.
29041231,Arie Hogendoorn Grondverzet B.V.
24073651,Peterson Rotterdam B.V.
22017475,B.V. Zeeuwse Asfalt Onderneming
11013306,Aannemingsbedrijf Tucker Rumpt B.V.
03456004,Carsten Zwafink
18114401,Hakkers B.V.
01178692,Gemeente Meppel
23030309,"SLOOFF BEDRIJFSMIDDELEN B.V., h.o.n. A. Slooff Transport- en kraanverhuur"
02331079,J.C. Krans Aannemingswerken B.V.
05043643,Scheepvaartonderneming Aqua Traffic V.o.f.
05067069,V.o.f. Zijda-Meijer
11060766,P. Groeneveld Grond- Weg- waterbouwkundige- en Leidingwerken B.V.
22039482,"V.o.f. De Haas-van der Vlist, h.o.n. Ms Anna Arina"
18039595,W. Ketelaars Holding B.V.
24238913,V.o.f. Scheepvaartbedrijf 'Audrey'
37122569,AB Texel B.V.
23031728,B.V. Rederij Buitendijk
06061867,Van Eeuwijk Transport B.V.
01058418,V.O.F. Bergsma & Hoekstra
18052790,A. Hovestadt (mbs Spes Salutis)
23068286,Wendy-Dua Transport v.o.f.
09122359,"G. Gerrits, h.o.n. G. Gerrits Trucks Nijmegen"
29050473,"M.L.J. Dukker, h.o.n. Rinus Dukker Recycling"
22019488,Scheepvaartbedrijf Novalis V.o.f.
09032579,Bosvelt Klein Asbestsanering B.V.
24217604,V.o.f. J. Kik en Zn.
24102801,J. van Huizen Groenvoorzieningen B.V.
36045429,Bert Ooms Transport en Logistiek B.V.
16074490,V.O.F. Fa. Adam
23085165,"A. Stoutjesdijk, h.o.n. Ab Stoutjesdijk Transport"
22040622,V.o.f. Vat-Knoop
18128945,V.o.f. J.W. Potters
01055225,"Firma ""Deo Gratias"""
24188470,V.o.f. Stekro
24191297,V.o.f. Scheepvaartbedrijf Anneke-J
01044704,"Scheepvaartonderneming Horjus-v.d. Veer V.o.f., h.o.n. MS. Laus Deo"
33160978,'Albeton' Algemene Beton Maatschappij B.V.
24189764,V.o.f. Ridderhof/Snoep
24360386,Slabbekoorn & Geerling V.o.f.
10036072,V.o.f. 'Lumina'
29042467,J. de Waardt
23079562,V.o.f. Van den Heuvel
10012907,V.O.F. Transportbedrijf Vos
29039954,C.Z.B. Wegtransport B.V.
01172406,Gemeente De Marne Afdeling Bouwen & Infrastructuur
16019195,Verbruggen Volkel B.V.
06091849,"G.J. ter Keurs, h.o.n. Ter Keurs Int. Transporten"
29038229,V.o.f. En-Avant
10144767,V.o.f. Van Megen-Burgers
18125643,Hoogendoorn's Scheepvaartbedrijf V.o.f.
16055402,Vissers Ploegmakers B.V.
23077126,Jansen en Jansen Milieudienst B.V.
11023739,"R.M. van Zanten, M.S. Jamaica"
24236309,V.o.f. Dekkers-Wendt
05025530,Roelofs Wegenbouw B.V.
16963674,IAT A/S
27273329,"W.C. Lemckert, h.o.n. Lemckert Ferro Non-Ferro"
29047959,"C. Kruit, h.o.n. Ron Kruit Transport"
09036791,Loon- en Grondwerkbedrijf Sloot Didam B.V.
37104610,"W.J.A. Verweij, h.o.n. Johan Verweij Transport"
39062793,Hakvoort Vlettenverhuur B. V.
34101272,A.B. Clean B.V.
23082960,Aannemings- en Installatiebedrijf Kwakernaak B.V.
29037908,V.o.f. Fata Morgana
18048049,V.o.f. Vagari
36038272,A. de Waardt
17095373,"S.A.W. Kasbergen, h.o.n. Ask Mobiele Archiefvernietiging"
09031837,"R. van den Broek, h.o.n. Transportbedrijf R. van den Broek"
08091954,Kanis International B.V.
24349952,TS Milieu- & Projectmanagement B.V.
18059614,"V.o.f. 'Transient', h.o.n. J.H. Bernouw m/s Transient"
17137277,M.P.J. Holen
23066156,V.O.F. Scheepvaartbedrijf J.H. Boerman
23051589,V.o.f. Liemberg
24190223,V.o.f. Veldman-Stavast
08082916,Plastic Recycling Prudon B.V.
09067141,Scheepvaartbedrijf Van den Berg V.o.f.
24342654,Provaart Logistics B.V.
24181697,V.o.f. H. Goudriaan
23055883,V.o.f. De Bot-Stavast
05047071,V.o.f. M/s A'nous
24193083,V.o.f. M.S. 'Iduna'
30141043,V.o.f. Levant
13030733,V.o.f. Pleket-Meevis
50651072,Gemeente Borger-Odoorn
17091255,V.o.f. Raveka
01060843,Loonbedrijf Machineverhuur Frankena B.V.
24256932,M.T.S. Euro Products B.V.
02030063,"G.J. Vrieling, h.o.n. Loon-, Grond- en Sloopwerken G.J. Vrieling"
06080134,C.T.T.
24264957,V.o.f. Mudde-van der Slikke M.S. 'Amare'
16044851,A. van Liempd Sloopbedrijf B.V.
02027728,Broekema Wegenbouw B.V.
23063424,Boonstoppel Groen B.V.
36005904,Schadenberg Aannemingsbedrijf B.V.
28003132,Windhorst Transport B.V.
13011784,"R.J.G.M. Wijen, h.o.n. Wijen Transport"
50228153,Leegwater Special Truck B.V.
05063213,V.o.f. Loonbedrijf J. en M. ten Hove
21020397,Internationaal Transport De Feijter B.V.
01049235,Bruining-Scholte V.o.f.
10040496,W.G. Wanders Van Beers V.o.f.
18124583,H. Weijma m/s  Mutatie  h.o.n. V.O.F. Mutatie 
23048610,"A.J. van Kekem, h.o.n. A. van Kekem"
05041723,V.o.f. Ariëla Scheepvaartbedrijf
24371945,V.O.F. Mirage
17119144,P. van Empel
16035915,Autorecycling-Oudmetaalhandel Vos V.o.f.
02055018,Jager en Zn. B.V.
23051463,V.o.f. Scheepvaartbedrijf Van  Wijngaarden Hovestadt h.o.n. M/s 'Quo-Vadis'
33167566,V.o.f. Firma Trimey
05050377,"V.o.f. 'Sterna', 'Suzette'"
24195772,V.o.f. Scheepvaartbedrijf Felix
13027123,V.o.f. Iris
24187923,EnerSys B.V.
24181592,H. van Broekhuizen V.o.f.
09143324,Bergevoet Doetinchem B.V.
35007246,Albert Beets Transportonderneming B.V.
08123350,"D.J.H. groote Beverborg, h.o.n. groote Beverborg Transport"
01070702,V.o.f. Boskma & Swiersema
18044740,Parcifal V.o.f.
23071192,V.o.f. ms Pelikaan
20057010,A. Dubois & Zonen V.o.f.
18060698,R. Koopmans
02086787,Buurke Bestratingen B.V.
10022058,V.o.f. Internationaal Scheepvaartbedrijf J.G.H. Verweij en Zoon
24164659,"D. Goudriaan, M.S. Albatros"
23074790,Zevenmorgen Bagger en Overslag B.V.
31031813,Aannemingsbedrijf E. Bonneveld B.V.
02072573,V.o.f. Hoeve
18119919,Paans Van Oord B.V.
04053120,"H.R. Meinders, h.o.n. Rieks Meinders Transport- en Loonbedrijf"
34082262,Aannemings- en Verhuurbedrijf P. Hussaarts B.V.
23063243,V.o.f. A.P. de Voogd v/d Straaten/Cornelisse m/s Ella
55813518,V.o.f. Descanso
06069237,V.o.f. Scheepvaartonderneming Wantij
13028400,V.o.f. Scheepvaartbedrijf Le Sage en Zoon
13022749,Van den Biggelaar Grond- en waterbouw B.V.
01057594,V.o.f. Scheepvaartbedrijf Iselmar
34106012,"L.J.E. Sijmons, h.o.n. Graaf- en Maaibedrijf Ed Sijmons"
36033019,V.o.f. Zand- & Grinthandel J. Spaans
20021815,G. Bras & Zoon B.V.
23071257,V.o.f. Breedveld / Bouter
05045698,Wezenberg Transport B.V.
08008929,Beekman Transport Logistics B.V.
20050306,V.O.F. A. Veeke en Zn.
06072380,"P. Hensen, h.o.n. Handelsonderneming Hensen"
23040922,V.o.f. Firma Gebr. Romijn
24416755,Pealko Transport & Logistiek V.o.f.
24344324,V.o.f. Eclips
36043711,Rossenaar's Vrachtdiensten B.V.
18120964,E. van Wijk Logistics B.V.
16027150,Handels- en Transportbedrijf Reijnders B.V.
18119825,V.o.f. Scheepvaartbedrijf Smitsman
27211699,A. Harteveld & Zonen V.o.f.
01050543,V.o.f. Octopus
51881152,Grondverzet- en verhuurbedrijf H.G. Scholten B.V.
09118349,H.M. Verploegen Internationale Transporten B.V.
01033251,Brant Visser en Zonen B.V.
13036931,"J.M.W. van Roij, h.o.n. Jos van Roij Transportbedrijf"
04055706,Van Regteren Groenvoorzieningen B.V.
33286799,Loon- en Verhuurbedrijf Henk Kooijman B.V.
28097930,De Graaf Autodemontage B.V.
17066196,Stockx Metal Trading B.V.
24108319,Meuva B.V.
37048467,V.o.f. Amsing Recycling
13035653,Driegen Transport V.o.f.
18045055,V.o.f. Firma B.L.P. Verheij
05059611,V.o.f. Den Hollander-van Blanken
29009539,G. Bakker D. Jzn. V.o.f.
18045606,V.o.f. C. Hovestadt
23065447,V.o.f. Worst Boertien
23055668,"J. de Jong, h.o.n. Johannes de Jong"
20008835,L. Mulders Transportbedrijf B.V.
24353074,V.O.F. Aristo
20069209,"Linko V.o.f., h.o.n. A.M. V.D. Kolk"
39017229,Aannemersbedrijf Knipscheer B.V.
17096974,Kusters Holding B.V.
04042587,Fransens Transport B.V.
18025059,Agro- en Cultuurtechniek F. Kennes V.o.f.
24339457,Willem van der Marel Internationaal Transport V.o.f.
02052502,Frank Transport B.V.
02052628,Nijdam Logistiek B.V.
02055903,J.P. Trans B.V.
23069323,MRC Metal Recycling Consultancy B.V.
10031871,"A.F.H. Wijten, h.o.n. M. Wijten"
22040416,Geuze Transport B.V.
01084721,"D. Hoekstra, h.o.n. DH Transport"
01088399,"J. Pieper, h.o.n. J. Pieper Internationaal Transport"
16025100,"T.A.M. van de Loop, h.o.n. v.d. Loop Transport"
11028705,A. van Zandwijk B.V.
37098578,Aannemings- en Machineverhuurbedrijf Huiberts B.V.
02007178,"H.K.O. de Boer, h.o.n. Loonbedrijf Harm de Boer"
13023434,"J.B. van Hasselt, h.o.n. J.B. van Hasselt Scheepvaartbedrijf"
34024587,J. Veldman en Zonen B.V.
18114998,V.o.f. Cornet-Pols
04065942,Buning Wegenbouw B.V.
69701849,firma Gebrs. de Klerk
39023369,V.o.f. B.J. Kramer
02066078,Mechielsen Oldehove B.V.
18128220,V.o.f. Scheepvaartbedrijf 'Wuta'
09079037,Drovadeno B.V.
23078987,V.o.f. De Graaf en Theunisse
02043029,D.H. van der Molen
31046622,"A.G. van Donselaar, h.o.n. Van Donselaar Boom-, Bos- en Landschapsverzorging"
